"Country.Name","Country.Code","Region","IncomeGroup","Year","Life.Expectancy.World.Bank","Prevelance.of.Undernourishment","CO2","Health.Expenditure..","Education.Expenditure..","Unemployment","Sanitation","Injuries","Communicable","NonCommunicable"
"Peru","PER","Latin America & Caribbean","Upper middle income",2013,75.258,5.7,49750,4.76035166,3.29729008674622,3.5699999332428,36.10843125,874443.54,1770444.17,4599897.69
"Philippines","PHL","East Asia & Pacific","Lower middle income",2013,70.315,11.6,95500,4.27408791,3.01999998092651,3.5,52.48718451,3553105.38,9078828.79,18647665.62
"Poland","POL","Europe & Central Asia","High income",2013,77,2.5,298299.987792969,6.41485739,4.97062015533447,10.3299999237061,87.71099039,1493177.37,558818.69,10405877.89
"Portugal","PRT","Europe & Central Asia","High income",2013,80.7219512195122,2.5,46560.001373291,9.40486622,5.2709698677063,16.1800003051758,73.53443323,230152.68,193681.65,2841082.2
"Paraguay","PRY","Latin America & Caribbean","Upper middle income",2013,73.274,7.4,5300.00019073486,6.05105257,4.80932998657227,4.38000011444092,55.0820425,212798.59,294162.55,1059786.33
"Romania","ROU","Europe & Central Asia","High income",2013,75.0634146341463,2.5,72089.9963378906,5.19664145,3.05173993110657,7.09999990463257,68.35781158,721516.1,432005.25,6219904.52
"Senegal","SEN","Sub-Saharan Africa","Lower middle income",2013,65.939,12,8010.00022888184,4.38575172,5.68656015396118,8.57800006866455,19.63411955,305516.48,3473914.77,1943531.97
"Sierra Leone","SLE","Sub-Saharan Africa","Low income",2013,51.731,25.4,1039.99996185303,11.56772041,2.37981009483337,4.51000022888184,12.18336482,278524.58,3559689.4,1253119.6
"Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income",2013,68.695,12.9,119.999997317791,7.93743801,5.93969011306763,13.6490001678467,26.82325371,3761.59,23236.75,28865.32
"Slovenia","SVN","Europe & Central Asia","High income",2013,80.3219512195122,2.5,14550.0001907349,8.74028301,5.4057297706604,10.1000003814697,55.54626778,87981.98,22301.75,500001.46
"Sweden","SWE","Europe & Central Asia","High income",2013,81.9560975609756,2.5,40540.0009155273,10.9049139,7.61120986938477,8.05000019073486,94.28948204,234278.92,100400.69,2301043.66
"Chad","TCD","Sub-Saharan Africa","Low income",2013,52.386,25.6,2190.00005722046,4.06645155,2.85070991516113,1.02900004386902,9.138990094,535850.59,8348645.12,2074392.68
"Togo","TGO","Sub-Saharan Africa","Low income",2013,59.16,19.4,1750,4.94373512,4.42364978790283,2.08899998664856,7.934418179,229444.19,2568922.36,1026225.01
"Thailand","THA","East Asia & Pacific","Upper middle income",2013,75.378,8.2,260700.012207031,3.45313334,4.12402009963989,0.25,23.57552282,2642597.84,2730364.61,13538432.53
"Tunisia","TUN","Middle East & North Africa","Lower middle income",2013,75.552,2.8,27850.0003814697,6.85662031,6.96745014190674,15.9300003051758,71.43182927,305388.52,304158.4,2112693.81
"Tanzania","TZA","Sub-Saharan Africa","Lower middle income",2013,61.398,22.7,10810.0004196167,4.64643383,3.35795998573303,2.9300000667572,20.01674595,1418615.33,15987629.6,7651634.66
"Ukraine","UKR","Europe & Central Asia","Lower middle income",2013,71.159512195122,2.5,270269.989013672,6.94155264,6.41989994049072,7.17000007629395,59.74003524,2189977.63,1204938.86,16514830.92
"Samoa","WSM","East Asia & Pacific","Lower middle income",2013,72.351,3.7,200.000002980232,6.44957209,4.67000007629395,8.66699981689453,47.99940824,6312.04,8715.34,40239.28
"Albania","ALB","Europe & Central Asia","Upper middle income",2014,77.813,5,4820.00017166138,5.50347328,3.04999995231628,18.0499992370605,45.95406239,80269.4,59159.9,595449.46
"Argentina","ARG","Latin America & Caribbean","Upper middle income",2014,75.913,2.5,179600.006103516,9.67129135,5.36144018173218,7.26999998092651,50.83251634,1443221.24,1492330.31,8969158.26
"Armenia","ARM","Europe & Central Asia","Upper middle income",2014,74.273,2.8,5480.00001907349,10.17827034,2.24724006652832,17.5,60.02100199,82132.09,77987.01,767444.84
"Australia","AUS","East Asia & Pacific","High income",2014,82.3,2.5,371630.004882813,9.03597069,5.1646900177002,6.07999992370605,68.45801925,687545.02,208396.13,4811317.03
"Austria","AUT","Europe & Central Asia","High income",2014,81.490243902439,2.5,62049.9992370605,10.36809254,5.44761991500854,5.61999988555908,99.63873134,220416.34,72492.17,2184339.79
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income",2014,72.022,2.5,32240.0016784668,3.37713742,2.63303995132446,4.90999984741211,24.71672828,242605.73,615808.67,2268409.04
"Belgium","BEL","Europe & Central Asia","High income",2014,81.2878048780488,2.5,90139.9993896484,10.59411144,6.59046983718872,8.52000045776367,83.53561715,368986.46,164185.19,2771935.14
"Belarus","BLR","Europe & Central Asia","Upper middle income",2014,72.9707317073171,2.5,59500,5.38793373,4.81830978393555,5.99399995803833,77.11997598,525845.02,166686.91,3169225.89
"Bolivia","BOL","Latin America & Caribbean","Lower middle income",2014,69.891,15.6,20409.9998474121,5.89613628,8.26000022888184,2.01999998092651,44.20886732,388997.23,1174510.14,2034470.93
"Brazil","BRA","Latin America & Caribbean","Upper middle income",2014,74.745,2.5,511619.995117188,8.39644623,5.94848012924194,6.65999984741211,42.98721103,10124654.62,10134098.55,43400114.72
"Central African Republic","CAF","Sub-Saharan Africa","Low income",2014,50.129,47.9,129.999995231628,4.91660213,2.22015333175659,5.52899980545044,15.6952343,741570.76,3412716.46,936532.5
"Switzerland","CHE","Europe & Central Asia","High income",2014,83.1975609756098,2.5,39790.0009155273,10.61642265,4.87779998779297,4.82999992370605,99.62981829,211493.72,81637.19,1871728.63
"Chile","CHL","Latin America & Caribbean","High income",2014,79.504,3,76559.9975585938,7.80729866,4.73094987869263,6.65999984741211,69.51881798,505420.69,305106.81,3399687.35
"China","CHN","East Asia & Pacific","Upper middle income",2014,75.629,2.5,10006669.921875,4.77790594,3.72663998603821,4.6100001335144,48.83494578,37275651.93,24230855.78,301933553.1
"Colombia","COL","Latin America & Caribbean","Upper middle income",2014,76.322,7.5,79199.9969482422,7.18553209,4.62945985794067,8.56999969482422,17.41161543,2007407.83,1501732.1,7351939.2
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2014,79.398,4.7,7829.99992370605,7.66376114,6.67952013015747,9.0600004196167,32.65021912,132020.05,90641.58,753753.66
"Cyprus","CYP","Europe & Central Asia","High income",2014,80.178,2.5,6809.99994277954,6.95228958,6.44049978256226,16.0900001525879,76.75914525,26119.36,10884.31,246909.13
"Germany","DEU","Europe & Central Asia","High income",2014,81.090243902439,2.5,736010.009765625,11.02157784,4.92102003097534,4.98000001907349,96.79930775,1860265.25,943026.02,23281754.1
"Denmark","DNK","Europe & Central Asia","High income",2014,80.7,2.5,35819.9996948242,10.17190456,7.634850025177,6.92999982833862,89.98381156,112363.06,71563.21,1430545.73
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2014,75.923,8.7,41799.9992370605,6.72399426,5.26099014282227,3.48000001907349,41.56719676,691240.72,713737.04,2695996.32
"Spain","ESP","Europe & Central Asia","High income",2014,83.2292682926829,2.5,240960.006713867,9.08936405,4.30338001251221,24.4400005340576,95.28644895,881953.41,506672.67,10912577.67
"Estonia","EST","Europe & Central Asia","High income",2014,77.0341463414634,2.5,17940.0005340576,6.08077621,4.39433002471924,7.34999990463257,92.7569146,47137.01,19176.07,393340.21
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2014,64.547,15.9,12340.0001525879,4.03363609,4.60201978683472,2.26200008392334,5.439999707,2743703.69,26644753.5,11853944.35
"Finland","FIN","Europe & Central Asia","High income",2014,81.1804878048781,2.5,46159.9998474121,9.78115082,7.10236978530884,8.65999984741211,83.58606658,179544.94,37415.44,1401496.01
"United Kingdom","GBR","Europe & Central Asia","High income",2014,81.3048780487805,2.5,415600.006103516,9.95041275,5.56450986862183,6.1100001335144,98.01222443,1200015.45,980262.38,16410158.58
"Georgia","GEO","Europe & Central Asia","Upper middle income",2014,72.707,7.9,8470.00026702881,7.90386868,2.99767994880676,17.4400005340576,37.95905461,145545.51,113435.75,1237641.98
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2014,62.416,7.1,15090.0001525879,4.10044813,4.39978981018066,6.52400016784668,10.53152455,813168.55,7454029.49,4467086.86
"Honduras","HND","Latin America & Caribbean","Lower middle income",2014,74.278,14.6,9460.00003814697,7.91455746,7.0901198387146,7.07999992370605,47.36961725,619290.64,462392.77,1526581.72
"Hungary","HUN","Europe & Central Asia","High income",2014,75.7634146341463,2.5,40630.0010681152,7.06011677,4.6003999710083,7.73000001907349,82.95392947,347861.81,121126.77,3249939.52
"Ireland","IRL","Europe & Central Asia","High income",2014,81.3487804878049,2.5,35529.9987792969,9.53489971,4.87849998474121,11.8599996566772,77.29145367,90896.21,47253.06,980097.47
"Iceland","ISL","Europe & Central Asia","High income",2014,82.8609756097561,2.5,2049.99995231628,8.22888947,7.6414098739624,4.90000009536743,71.59272112,6238.05,3144.46,61639.13
"Israel","ISR","Middle East & North Africa","High income",2014,82.1536585365854,2.5,64720.0012207031,7.14262056,5.76681995391846,5.8899998664856,90.42238955,242106.46,101008.35,1411951.48
"Italy","ITA","Europe & Central Asia","High income",2014,83.090243902439,2.5,327500,8.86791897,4.06127977371216,12.6800003051758,95.73321016,1115822.93,563068.46,15777169.98
"Jordan","JOR","Middle East & North Africa","Upper middle income",2014,73.969,6,25549.9992370605,7.20892906,3.79999995231628,11.8999996185303,81.06033197,166933.09,284562.99,1198207.85
"Japan","JPN","East Asia & Pacific","High income",2014,83.5878048780488,2.5,1217119.99511719,10.7290144,3.55158996582031,3.59999990463257,79.02057249,3320559.59,1995303.24,30780369.83
"Kuwait","KWT","Middle East & North Africa","High income",2014,75.019,2.5,85569.9996948242,2.9159987,4.40000009536743,2.90000009536743,100,67848.88,65206.73,467555.55
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2014,78.732,5.5,25149.9996185303,7.51670218,2,8.80900001525879,14.48889621,129613.52,139167.66,1061250.12
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2014,49.891,26.1,610.000014305115,9.17449284,7.19859981536865,24.2210006713867,36.46185622,170333.19,1255235.49,445592.04
"Lithuania","LTU","Europe & Central Asia","High income",2014,74.5170731707317,2.5,10859.9996566772,6.19332647,4.48657989501953,10.6999998092651,89.5537888,169819.88,51137.11,977838.37
"Luxembourg","LUX","Europe & Central Asia","High income",2014,82.2292682926829,2.5,9649.99961853027,5.43687868,3.85569000244141,5.84999990463257,94.97834957,12946.22,5585.82,119189.55
"Latvia","LVA","Europe & Central Asia","High income",2014,74.1243902439024,2.5,7280.00020980835,5.46614885,5.28122997283936,10.8500003814697,69.84332806,95051.57,38578.79,691529.97
"Madagascar","MDG","Sub-Saharan Africa","Low income",2014,65.133,37.6,3009.99999046326,4.42833662,2.3812301158905,1.38999998569489,8.410305357,583329.37,6703446.7,3594928.09
"Mexico","MEX","Latin America & Caribbean","Upper middle income",2014,74.908,4.4,462239.990234375,5.55341005,5.25747013092041,4.80999994277954,43.06591674,4353964.28,4058536.94,22463160.26
"Mali","MLI","Sub-Saharan Africa","Low income",2014,57.036,3.6,3380.00011444092,4.48156309,3.64819002151489,6.38000011444092,15.68827712,691349.01,10693305.91,2886516.86
"Malta","MLT","Middle East & North Africa","High income",2014,82.0463414634146,2.5,2359.99989509583,9.08505249,7.00420999526978,5.71999979019165,91.86797469,8871.45,5577.96,102786.46
"Myanmar","MMR","East Asia & Pacific","Lower middle income",2014,65.378,5.1,17040.0009155273,4.39346027,1.89999997615814,0.754999995231628,60.95525265,1885762.4,6725248.8,12053745.79
"Mongolia","MNG","East Asia & Pacific","Lower middle income",2014,68.863,10.1,18120.0008392334,4.1765728,4.71484994888306,4.80000019073486,47.09869731,173743.43,206045.66,729264.08
"Malawi","MWI","Sub-Saharan Africa","Low income",2014,61.042,15.4,850.000023841858,9.71205044,4.83983993530273,5.89799976348877,22.69608387,405444.72,5453776.36,2275648.62
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2014,75.268,3.6,236649.993896484,3.71036983,5.21263980865479,2.88000011444092,72.67845877,758203.92,1224238.38,4918744.73
"Netherlands","NLD","Europe & Central Asia","High income",2014,81.7073170731707,2.5,149789.993286133,10.56706905,5.458899974823,7.42000007629395,97.47990711,339046.78,186614.38,3973410.58
"Norway","NOR","Europe & Central Asia","High income",2014,82.1,2.5,39110.0006103516,9.34493351,7.69504022598267,3.48000001907349,63.305572,121011.77,57783.78,1123550.65
"Nepal","NPL","South Asia","Lower middle income",2014,69.168,6.1,7130.00011444092,5.07548285,3.47213006019592,2.94400000572205,34.78278188,878958.61,3377955.5,5133253
"New Zealand","NZL","East Asia & Pacific","High income",2014,81.4048780487805,2.5,31969.9993133545,9.40168381,6.34243011474609,5.42999982833862,81.18582771,149526.58,48121.64,936967.41
"Peru","PER","Latin America & Caribbean","Upper middle income",2014,75.529,5.4,53169.9981689453,4.978508,3.69599008560181,3.21000003814697,38.36746413,872511.43,1751246.49,4644638.24
"Philippines","PHL","East Asia & Pacific","Lower middle income",2014,70.481,11.1,101819.999694824,3.70313644,2.78999996185303,3.59999990463257,53.62477569,2903652.39,9039371.07,19119134.9
"Poland","POL","Europe & Central Asia","High income",2014,77.6024390243903,2.5,285730.010986328,6.38664055,4.93554019927979,8.98999977111816,88.38511039,1445794.88,548314.14,10273458.06
"Portugal","PRT","Europe & Central Asia","High income",2014,81.1219512195122,2.5,45930.0003051758,9.34288025,5.12400007247925,13.8900003433228,75.84735746,226694.03,188740.02,2827210.72
"Paraguay","PRY","Latin America & Caribbean","Upper middle income",2014,73.473,7.1,5630.00011444092,6.64387417,4.78911018371582,5.03000020980835,55.85809387,212907.49,286334,1073104.2
"Romania","ROU","Europe & Central Asia","High income",2014,74.909756097561,2.5,71540.0009155273,5.02168465,3.12122011184692,6.80000019073486,70.48701356,725797.12,439279.1,6364772.44
"Senegal","SEN","Sub-Saharan Africa","Lower middle income",2014,66.37,11.8,8569.99969482422,4.39605808,5.72021007537842,7.64599990844727,20.3024708,328669.46,3317058.41,2045935.25
"Sierra Leone","SLE","Sub-Saharan Africa","Low income",2014,52.372,25,1149.99997615814,19.72741699,2.66291999816895,4.67999982833862,12.44899359,281476.52,3730231.5,1278082.77
"Serbia","SRB","Europe & Central Asia","Upper middle income",2014,75.3365853658537,3.7,38959.9990844727,9.23958969,3.92698001861572,19.2199993133545,18.82964332,278555.12,128049.48,2908499.04
"Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income",2014,69.052,13,119.999997317791,6.73101854,3.7490599155426,13.7049999237061,27.93752832,4149,20123.09,30638.16
"Slovenia","SVN","Europe & Central Asia","High income",2014,81.0780487804878,2.5,13109.9996566772,8.50197506,5.29169988632202,9.67000007629395,58.32038084,84191.16,21276.11,487237.05
"Sweden","SWE","Europe & Central Asia","High income",2014,82.2536585365854,2.5,39080.0018310547,10.9479475,7.57372999191284,7.94999980926514,94.42198503,233387.57,98951.18,2309056.07
"Chad","TCD","Sub-Saharan Africa","Low income",2014,52.789,27,2259.99999046326,4.27316856,2.59999990463257,1.0460000038147,9.241946941,543497.87,8362977.31,2123729.73
"Togo","TGO","Sub-Saharan Africa","Low income",2014,59.58,20.2,1590.0000333786,5.07536507,4.78455018997192,2.14499998092651,8.127651473,238396.33,2488549.27,1054239.77
"Thailand","THA","East Asia & Pacific","Upper middle income",2014,75.747,7.8,256799.987792969,3.68448091,3.72356009483337,0.579999983310699,23.91465201,2569412,2806526.49,13804815.63
"Tunisia","TUN","Middle East & North Africa","Lower middle income",2014,75.734,2.7,29950.0007629395,6.80739641,6.88186979293823,15.0570001602173,72.88986104,304812.12,293346.31,2147724.36
"Tanzania","TZA","Sub-Saharan Africa","Lower middle income",2014,62.288,22.5,10710.000038147,4.01492023,3.38488006591797,2.11999988555908,21.04205092,1381519.43,15573574,7664356.39
"Ukraine","UKR","Europe & Central Asia","Lower middle income",2014,71.1865853658537,2.5,237729.995727539,7.18958139,5.87493991851807,9.27000045776367,62.41621185,2542362.71,1258408.6,15881735.14
"Samoa","WSM","East Asia & Pacific","Lower middle income",2014,72.549,4.1,209.999993443489,6.60753155,5.40999984741211,8.72000026702881,47.9340833,6364.5,8774.2,40766.81
"Albania","ALB","Europe & Central Asia","Upper middle income",2015,78.025,4.9,4619.99988555908,4.89631176,3.43796992301941,17.1900005340576,46.33301305,80908.83,57284.75,607281.32
"Argentina","ARG","Latin America & Caribbean","Upper middle income",2015,76.068,2.5,185550.003051758,10.22933865,5.77611017227173,7.52099990844727,51.04761816,1424177.46,1474333.51,9112348.45
"Armenia","ARM","Europe & Central Asia","Upper middle income",2015,74.467,2.8,5340.00015258789,10.11763382,2.80591011047363,18.2600002288818,61.59785326,83366.36,76354.25,777344.69
"Australia","AUS","East Asia & Pacific","High income",2015,82.4,2.5,377799.987792969,9.32758904,5.31583976745605,6.05000019073486,69.42493178,703952.21,212457.42,4903709.39
